,source,page number,segment number,description,proposed_name,proposed_target,smiles,inchi,inchikey,validation
72,MOTM-Infographic-August-2022.pdf,0,2,"Obicetrapib | CETP
oral CETP inhibitor
Ph. III candidate in cardiology 
Signif. lipid lowering effect at 5 mg PO QD
Nat. Med.
Monash University, Clayton, AU
NewAmsterdam Pharma B.V., Naarden, NL",Obicetrapib , CETP,CCOC(=O)N1c2ccc(C(F)(F)F)cc2[C@@H](N(Cc2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2ncc(OCCCC(=O)O)cn2)C[C@H]1CC,"InChI=1S/C32H31F9N4O5/c1-3-22-14-26(24-13-19(30(33,34)35)7-8-25(24)45(22)29(48)49-4-2)44(28-42-15-23(16-43-28)50-9-5-6-27(46)47)17-18-10-20(31(36,37)38)12-21(11-18)32(39,40)41/h7-8,10-13,15-16,22,26H,3-6,9,14,17H2,1-2H3,(H,46,47)/t22-,26+/m1/s1",NRWORBQAOQVYBJ-GJZUVCINSA-N,True
73,MOTM-Infographic-August-2022.pdf,0,3,"SPH3127 | Renin
oral Renin Inhibitor
Ph. III candidate in essential hypertension
SBDD and PK profile opt
J. Med. Chem.
Mitsubishi Tanabe, Yokohama, JP
Shanghai Pharmaceuticals, Shanghai, CN",SPH3127 , Renin,COC(=O)NCCCn1nc([C@@H](C)N(C(=O)[C@H]2CNCCO2)C2CC2)c2ccc(C)nc21,"InChI=1S/C22H32N6O4/c1-14-5-8-17-19(26-27(20(17)25-14)11-4-9-24-22(30)31-3)15(2)28(16-6-7-16)21(29)18-13-23-10-12-32-18/h5,8,15-16,18,23H,4,6-7,9-13H2,1-3H3,(H,24,30)/t15-,18-/m1/s1",GRTDDIZIUSADLD-CRAIPNDOSA-N,True
74,MOTM-Infographic-August-2022.pdf,0,4,"Compound 19 | DHODH
oral DHODH inhibitor
tumor growth inhibition in xenograft models
from virtual screening and SBDD
J. Med. Chem.
Janssen, Spring House, PA",Compound 19 , DHODH,CCN1C(=NN(C2=C(C=C(C(=O)NC3=C(C)C=CN=C3Cl)C(=N2)O[C@@H](C)C(F)(F)F)F)C1=O)CO,"InChI=1S/C20H19ClF4N6O4/c1-4-30-13(8-32)29-31(19(30)34)16-12(22)7-11(18(28-16)35-10(3)20(23,24)25)17(33)27-14-9(2)5-6-26-15(14)21/h5-7,10,32H,4,8H2,1-3H3,(H,27,33)/t10-/m0/s1",XEDJGCIOZDHXOR-JTQLQIEISA-N,True
75,MOTM-Infographic-August-2022.pdf,0,5,"GNE-064 | SMARCA2/4 and PBRM1
oral SMARCA2/4 and PBRM1 selective inhibitor
oral PK observed in mouse
from 43k cmps HTS and SBDD
J. Med. Chem.
Genentech, South San Francisco, CA",GNE-064 , SMARCA2/4 and PBRM1,CC(=O)N1CCN(c2cc(-c3ccccc3O)nnc2N)C[C@H]1C,"InChI=1S/C17H21N5O2/c1-11-10-21(7-8-22(11)12(2)23)15-9-14(19-20-17(15)18)13-5-3-4-6-16(13)24/h3-6,9,11,24H,7-8,10H2,1-2H3,(H2,18,20)/t11-/m1/s1",FHRKRGDHMCCDEO-LLVKDONJSA-N,True
76,MOTM-Infographic-August-2022.pdf,0,6,"ACT-660602 | CXCR3
oral CXCR3 antagonist
efficacy in mice model of lung inflammation
from HTS and opt
J. Med. Chem.
Idorsia Pharmaceuticals Ltd., Allschwil, CH",ACT-660602 , CXCR3,Cc1nc(C)n(CC(=O)N2CCN(c3sc(C(F)(F)F)nc3-c3cnc(C(F)(F)F)nc3)C[C@H]2C)n1,"InChI=1S/C20H20F6N8OS/c1-10-8-32(4-5-33(10)14(35)9-34-12(3)29-11(2)31-34)16-15(30-18(36-16)20(24,25)26)13-6-27-17(28-7-13)19(21,22)23/h6-7,10H,4-5,8-9H2,1-3H3/t10-/m1/s1",JENUMEXEVAAAJX-SNVBAGLBSA-N,True
77,MOTM-Infographic-August-2022.pdf,0,7,"Compound 23 | Cat K
oral CAT K inhibitior
reduced uCTX-I levels in dog model
from opt of a previously disclosed cmpd
Bioorg. Med. Chem. Lett.
Merck, West Point, PA",Compound 23 , Cat K,N#CC1(NC(=O)[C@@H]2CCCC[C@H]2c2oc(-c3ccc(F)cc3)nc2-c2ccc(N3CCS(=O)(=O)CC3)cc2)CC1,"InChI=1S/C30H31FN4O4S/c31-22-9-5-21(6-10-22)29-33-26(20-7-11-23(12-8-20)35-15-17-40(37,38)18-16-35)27(39-29)24-3-1-2-4-25(24)28(36)34-30(19-32)13-14-30/h5-12,24-25H,1-4,13-18H2,(H,34,36)/t24-,25-/m1/s1",SBWFYUHMCHTQJT-JWQCQUIFSA-N,True
78,MOTM-Infographic-August-2022.pdf,0,8,"Compound 7 | 20S proteasome
oral 20S proteasome inhibitor
efficacy in stage II mouse model of HAT
3 million cmpd HTS and SBDD
J. Med. Chem.
Novartis Institutes for Biomedical Research, 
Emeryville, CA",Compound 7 , 20S proteasome,CO[C@@H](CO)CNC(=O)c1cc(Nc2cccc(F)c2F)c2cc(Cl)ccc2n1,"InChI=1S/C20H18ClF2N3O3/c1-29-12(10-27)9-24-20(28)18-8-17(13-7-11(21)5-6-15(13)25-18)26-16-4-2-3-14(22)19(16)23/h2-8,12,27H,9-10H2,1H3,(H,24,28)(H,25,26)/t12-/m1/s1",NTOVJWIULULGGI-GFCCVEGCSA-N,False
79,MOTM-Infographic-August-2022.pdf,0,9,"Compound 6 | YAP- TEAD
YAP-TEAD PPI inhibitor
single digit nanomolar potency
virtual screening and SBDD 
ChemMedChem
Novartis, Basel, Switzerland",Compound 6 , YAP- TEAD,COCCOc1ccc(C(N)=O)c(-c2c(Cl)ccc3c2C[C@@](CN)(c2ccccc2)O3)c1F,"InChI=1S/C25H24ClFN2O4/c1-31-11-12-32-20-9-7-16(24(29)30)22(23(20)27)21-17-13-25(14-28,15-5-3-2-4-6-15)33-19(17)10-8-18(21)26/h2-10H,11-14,28H2,1H3,(H2,29,30)/t25-/m1/s1",DMOHFURXRRTVGP-RUZDIDTESA-N,True
80,MOTM-Infographic-September-2022.pdf,0,0,"Ziftomenib | Menin-MLL1 PPI
oral menin-MLL1 inhibitor
Ph. I/II candidate in leukemia
from HTS and SBDD
Leukemia
Kura Oncology, San Diego, CA",Ziftomenib , Menin-MLL1 PPI,CNc1nc(NC2CCN(Cc3ccc4c(cc(C#N)n4C[C@H](C)N4CCN(S(C)(=O)=O)CC4)c3C)CC2)c2cc(CC(F)(F)F)sc2n1,"InChI=1S/C33H42F3N9O2S2/c1-21(43-11-13-44(14-12-43)49(4,46)47)19-45-25(18-37)15-27-22(2)23(5-6-29(27)45)20-42-9-7-24(8-10-42)39-30-28-16-26(17-33(34,35)36)48-31(28)41-32(38-3)40-30/h5-6,15-16,21,24H,7-14,17,19-20H2,1-4H3,(H2,38,39,40,41)/t21-/m0/s1",BGGALFIXXQOTPY-NRFANRHFSA-N,True
81,MOTM-Infographic-September-2022.pdf,0,1,"GB1211 | Galectin-3
oral galectin-3 inhibitor
Ph. I/II candidate in cancer and liver diseases 
LLE and PK opt. from a prev. clinical candidate 
J. Med. Chem.
Galecto Biotech, Gothenburg, SE",GB1211 , Galectin-3,OCC1O[C@H](Sc2cncc(Br)c2)[C@H](O)[C@@H](n2cc(-c3cc(F)c(F)c(F)c3)nn2)[C@@H]1O,"InChI=1S/C19H16BrF3N4O4S/c20-9-3-10(5-24-4-9)32-19-18(30)16(17(29)14(7-28)31-19)27-6-13(25-26-27)8-1-11(21)15(23)12(22)2-8/h1-6,14,16-19,28-30H,7H2/t14?,16-,17+,18+,19+/m0/s1",FNCLKJPMEFPXOR-QYCOUPDWSA-N,False
82,MOTM-Infographic-September-2022.pdf,0,2,"Compound 39 | GCN2
oral GCN2 kinase inhibitor
TGI in LL2 syngeneic mouse model
SAR opt. from literature starting point
J. Med. Chem.
RAPT Therapeutics, South San Francisco, CA",Compound 39 , GCN2,CNC(=O)[C@]1(C)CC[C@@H](Nc2ncc3c(Br)nn(-c4ccc(-c5nnc(C)s5)cc4)c3n2)C1,"InChI=1S/C22H23BrN8OS/c1-12-28-29-19(33-12)13-4-6-15(7-5-13)31-18-16(17(23)30-31)11-25-21(27-18)26-14-8-9-22(2,10-14)20(32)24-3/h4-7,11,14H,8-10H2,1-3H3,(H,24,32)(H,25,26,27)/t14-,22-/m1/s1",ASGMFNBUXDJWJJ-JLCFBVMHSA-N,True
83,MOTM-Infographic-September-2022.pdf,0,3,"GST-HG131 | PAPD5/PAPD7
oral HBV antigen inhibitor
Ph. I candidate for hepatitis B
SAR opt. of a previously disclosed inhibitor 
Bioorganic Med. Chem. Lett.
WuXi AppTec, Shanghai, CN",GST-HG131 , PAPD5/PAPD7,COCCCOc1cc2c(cc1OC)-c1cc(=O)c(C(=O)O)cn1[C@H](C(C)(C)C)CO2,"InChI=1S/C23H29NO7/c1-23(2,3)21-13-31-18-11-20(30-8-6-7-28-4)19(29-5)9-14(18)16-10-17(25)15(22(26)27)12-24(16)21/h9-12,21H,6-8,13H2,1-5H3,(H,26,27)/t21-/m0/s1",PQMAMDUBYCMNAT-NRFANRHFSA-N,True
84,MOTM-Infographic-September-2022.pdf,0,4,"Neflamapimod | p38α kinase
oral p38α kinase inhibitor
Ph. II candidate in neurology 
from SBDD and opt.
Nat. Commun.
EIP Pharma Inc, Boston, MA /  
Vertex, Cambridge, MA",Neflamapimod , p38α kinase,O=c1ncn2nc(Sc3ccc(F)cc3F)ccc2c1-c1c(Cl)cccc1Cl,InChI=1S/C19H9Cl2F2N3OS/c20-11-2-1-3-12(21)17(11)18-14-5-7-16(25-26(14)9-24-19(18)27)28-15-6-4-10(22)8-13(15)23/h1-9H,VEPKQEUBKLEPRA-UHFFFAOYSA-N,True
85,MOTM-Infographic-September-2022.pdf,0,5,"AZD1390 | ATM kinase
oral ATM kinase inhibitor
Ph. I candidate oncology
biochem-based screen. and BBB penetration opt 
J. Pharmacol. Exp. Ther.
AstraZeneca, Cambridge, UK",AZD1390 , ATM kinase,CC(C)n1c(=O)n(C)c2cnc3cc(F)c(-c4ccc(OCCCN5CCCCC5)nc4)cc3c21,"InChI=1S/C27H32FN5O2/c1-18(2)33-26-21-14-20(22(28)15-23(21)29-17-24(26)31(3)27(33)34)19-8-9-25(30-16-19)35-13-7-12-32-10-5-4-6-11-32/h8-9,14-18H,4-7,10-13H2,1-3H3",VQSZIPCGAGVRRP-UHFFFAOYSA-N,True
86,MOTM-Infographic-September-2022.pdf,0,6,"Upacicalcet | CaSR
IV CaSR agonist
Ph. III candidate in secondary hyperparathyroidism 
identified from “kokumi-flavor” studies of peptides 
Mol. Pharmacol.
Sanwa Kagaku Kenkyusho, Mie, JP",Upacicalcet , CaSR,Cc1c(Cl)cc(S(=O)(=O)O)cc1NC(=O)NC[C@H](N)C(=O)O,"InChI=1S/C11H14ClN3O6S/c1-5-7(12)2-6(22(19,20)21)3-9(5)15-11(18)14-4-8(13)10(16)17/h2-3,8H,4,13H2,1H3,(H,16,17)(H2,14,15,18)(H,19,20,21)/t8-/m0/s1",LHEYGVSDVBEYQF-QMMMGPOBSA-N,True
87,MOTM-Infographic-September-2022.pdf,0,7,"CH7057288 | TRK
oral pan-TRK inhibitor
tumor regression NIH3T3/NTRK1 mice models 
from in-house library screening and SBDD
J. Med. Chem.
Chugai Pharmaceutical, Shizuoka, JP",CH7057288 , TRK,Cc1cc(C(=O)NC(C)(C)C)cc(C#Cc2ccc3c4c(oc3c2)C(C)(C)c2cc(NS(C)(=O)=O)ccc2C4=O)n1,"InChI=1S/C32H31N3O5S/c1-18-14-20(30(37)34-31(2,3)4)16-21(33-18)10-8-19-9-12-24-26(15-19)40-29-27(24)28(36)23-13-11-22(35-41(7,38)39)17-25(23)32(29,5)6/h9,11-17,35H,1-7H3,(H,34,37)",DCGOHGQJHJXBGW-UHFFFAOYSA-N,True
88,MOTM-Infographic-September-2022.pdf,0,8,"ICeD-2 | DPP9
oral DPP9 inhibitor
in vitro synergy with NNRTI for HIV
from 250k cmpd phenotypic screen
ACS Chem. Biol.
Merck, Rahway, NJ",ICeD-2 , DPP9,N[C@H](C(=O)N1Cc2ccccc2C1)[C@@H]1CC[C@@H](N2CCCC2)CC1,"InChI=1S/C20H29N3O/c21-19(15-7-9-18(10-8-15)22-11-3-4-12-22)20(24)23-13-16-5-1-2-6-17(16)14-23/h1-2,5-6,15,18-19H,3-4,7-14,21H2/t15-,18-,19-/m0/s1",SYXDQNGJEXFDND-SNRMKQJTSA-N,True
89,MOTM-Infographic-September-2022.pdf,0,9,"Vadadustat | HIF-PHD
oral HIF-PHD enzyme inhibitor
Ph. III candidate for anemia in CKD 
carboxylic acid class of HIF-PHD inhibitors
J. Pharmacol. Exp. Ther.
Akebia Therapeutics, Cambridge, MA",Vadadustat , HIF-PHD,O=C(O)CNC(=O)c1ncc(-c2cccc(Cl)c2)cc1O,"InChI=1S/C14H11ClN2O4/c15-10-3-1-2-8(4-10)9-5-11(18)13(16-6-9)14(21)17-7-12(19)20/h1-6,18H,7H2,(H,17,21)(H,19,20)",JGRXMPYUTJLTKT-UHFFFAOYSA-N,True
90,MOTM-Infographic-October-2022-1.pdf,0,0,"sebetralstat | plasma kallikrein
oral, on-demand plasma kallikrein inhibitor 
Ph. III candidate for on-demand treatment 
of HAE attacks
opt. from a known starting point
J. Med. Chem.
KalVista Pharmaceuticals Ltd., Salisbury, U.K.",sebetralstat , plasma kallikrein,COCc1nn(Cc2ccc(Cn3ccccc3=O)cc2)cc1C(=O)NCc1nccc(OC)c1F,"InChI=1S/C26H26FN5O4/c1-35-17-22-20(26(34)29-13-21-25(27)23(36-2)10-11-28-21)16-32(30-22)15-19-8-6-18(7-9-19)14-31-12-4-3-5-24(31)33/h3-12,16H,13-15,17H2,1-2H3,(H,29,34)",KGMPDQIYDKKXRD-UHFFFAOYSA-N,True
91,MOTM-Infographic-October-2022-1.pdf,0,1,"GDC-2394 | NLRP3
oral NLRP3 inhibitor
predicted human dose of 500 mg QD
LLE opt. and tox. mitig. from prev. clin. cand. 
J. Med. Chem.
Genentech, South San Francisco, CA",GDC-2394 , NLRP3,CN[C@@H]1COc2c(S(=O)(=O)NC(=O)Nc3c4c(cc5c3CCC5)CCC4)cnn2C1,"InChI=1S/C20H25N5O4S/c1-21-14-10-25-19(29-11-14)17(9-22-25)30(27,28)24-20(26)23-18-15-6-2-4-12(15)8-13-5-3-7-16(13)18/h8-9,14,21H,2-7,10-11H2,1H3,(H2,23,24,26)/t14-/m0/s1",NDRARVKETDZHBS-AWEZNQCLSA-N,True
92,MOTM-Infographic-October-2022-1.pdf,0,2,"compound 5g | CDK2
oral CDK2 Inhibitor
oral/IV PK observed in rats
in-house HTS and scaffold hopping
ACS Med. Chem. Lett.
Incyte Research Institute, Wilmington, DE",compound 5g , CDK2,*NS(=O)(=O)c1ccc(Nc2ncc3c(n2)N([C@@H]2CCC[C@@H](O)C2)C(=O)C32CC2)cc1,,,False
93,MOTM-Infographic-October-2022-1.pdf,0,3,"AZD1656 | glucokinase
oral glucokinase activator
Ph. II in renal transplant patients with DM2 
AZD1092 opt. to avoid Ames test liability
Sci. Transl. Med.
AstraZeneca, Gothenburg, SE",AZD1656 , glucokinase,COC[C@H](C)Oc1cc(Oc2cnc(C(=O)N3CCC3)cn2)cc(C(=O)Nc2cnc(C)cn2)c1,"InChI=1S/C24H26N6O5/c1-15-10-27-21(12-25-15)29-23(31)17-7-18(34-16(2)14-33-3)9-19(8-17)35-22-13-26-20(11-28-22)24(32)30-5-4-6-30/h7-13,16H,4-6,14H2,1-3H3,(H,27,29,31)/t16-/m0/s1",FJEJHJINOKKDCW-INIZCTEOSA-N,True
94,MOTM-Infographic-October-2022-1.pdf,0,4,"JNJ-64264681 | BTK
oral BTK inhibitor
Ph. I candidate in NHL/CLL patients
from Janssen cmp. collection screen and opt. 
J. Med. Chem.
Janssen, San Diego, CA",JNJ-64264681 , BTK,C=CC(=O)N[C@H]1CCC[C@H]1NC(=O)c1sc2nccc3c2c1NC(=O)N3c1cnc(CC(C)C)cc1C,"InChI=1S/C27H30N6O3S/c1-5-21(34)30-17-7-6-8-18(17)31-25(35)24-23-22-19(9-10-28-26(22)37-24)33(27(36)32-23)20-13-29-16(11-14(2)3)12-15(20)4/h5,9-10,12-14,17-18H,1,6-8,11H2,2-4H3,(H,30,34)(H,31,35)(H,32,36)/t17-,18+/m0/s1",OPLNLPWGEZNZFL-ZWKOTPCHSA-N,True
95,MOTM-Infographic-October-2022-1.pdf,0,5,"BI-0474 | KRASG12C
IP KRASG12Ci related to oral candidate BI 1823911 
TGI in NCI-H358 cancer xenograft mouse model 
from 13k cmpd. HSQC-based screen and SBDD 
J. Med. Chem.
Boehringer Ingelheim, Vienna, AT",BI-0474 , KRASG12C,C=CC(=O)N1CCN(c2cc(-c3noc([C@@]4(C)CCCc5sc(N)c(C#N)c54)n3)nc(N3CCN(C)C[C@@H]3C)c2)CC1,"InChI=1S/C30H37N9O2S/c1-5-25(40)38-12-10-37(11-13-38)20-15-22(33-24(16-20)39-14-9-36(4)18-19(39)2)28-34-29(41-35-28)30(3)8-6-7-23-26(30)21(17-31)27(32)42-23/h5,15-16,19H,1,6-14,18,32H2,2-4H3/t19-,30-/m0/s1",CKAMBYUZKWQCKJ-ADSBAMQRSA-N,True
96,MOTM-Infographic-October-2022-1.pdf,0,6,"compound 57 | EGFRL858R
oral EGFRL858R inhibitor
efficacy in EGFR mutant mouse models
SBDD opt. from previously disclosed EGFRai
J. Med. Chem.
F. Hoffmann-La Roche, Basel, CH",compound 57 , EGFRL858R,CC1=C(C#CC2=CC=C(C=C2)CN3CCC(CC3)CO)C=C(C4=CN(C(C5=C6CCC7(CC7)N6C=N5)C(=O)NC8=NC=CS8)N=C14)C(F)F,"InChI=1S/C37H37F2N7O2S/c1-23-27(7-6-24-2-4-25(5-3-24)19-44-15-9-26(21-47)10-16-44)18-28(34(38)39)29-20-46(43-31(23)29)33(35(48)42-36-40-14-17-49-36)32-30-8-11-37(12-13-37)45(30)22-41-32/h2-5,14,17-18,20,22,26,33-34,47H,8-13,15-16,19,21H2,1H3,(H,40,42,48)",XGCQKFFIRIFVIZ-UHFFFAOYSA-N,True
97,MOTM-Infographic-October-2022-1.pdf,0,7,"AN15368 | CPSF3
oral CPSF3 inhibitor for Chagas
uniformly curative in naturally infected 
rhesus macaques
from benzoxaborole library screen and opt.
Nat. Microbiol.
Anacor Pharmaceuticals, Palo Alto, CA",AN15368 , CPSF3,Cc1c(C(=O)N[C@H](C(=O)OCC2CCOCC2)C(C)C)ccc2c1B(O)OC2,"InChI=1S/C20H28BNO6/c1-12(2)18(20(24)27-10-14-6-8-26-9-7-14)22-19(23)16-5-4-15-11-28-21(25)17(15)13(16)3/h4-5,12,14,18,25H,6-11H2,1-3H3,(H,22,23)/t18-/m0/s1",MCKPYEQRZUCJKI-SFHVURJKSA-N,True
98,MOTM-Infographic-October-2022-1.pdf,0,8,"UCB7362 | plasmepsin X
oral PMX inhibitor for malaria
50 mg QD/7 days estimated to be curative
from guanidine-based focused lib. screen. 
and SBDD
J. Med. Chem.
UCB Biopharma, Braine-l’Alleud, BE",UCB7362 , plasmepsin X,C[C@H]1C[C@@H](N2C(=N)N[C@](C)(c3cccc(NC(=O)c4cccc(C#N)c4)c3Cl)CC2=O)CCO1,"InChI=1S/C25H26ClN5O3/c1-15-11-18(9-10-34-15)31-21(32)13-25(2,30-24(31)28)19-7-4-8-20(22(19)26)29-23(33)17-6-3-5-16(12-17)14-27/h3-8,12,15,18H,9-11,13H2,1-2H3,(H2,28,30)(H,29,33)/t15-,18-,25-/m0/s1",AWSRDDSRQUJMAJ-LCAJTWGOSA-N,True
99,MOTM-Infographic-October-2022-1.pdf,0,9,"BAY-069 | BCAT1/2
oral BCAT1/2 inhibitor
favorable PK profile in rats
from 788762 cmpd. HTS and SBDD
J. Med. Chem.
Bayer Pharma AG, Berlin, DE",BAY-069 , BCAT1/2,Cc1ccccc1Oc1cc(-n2c(=O)cc(C(F)(F)F)[nH]c2=O)c2ccccc2c1Cl,"InChI=1S/C22H14ClF3N2O3/c1-12-6-2-5-9-16(12)31-17-10-15(13-7-3-4-8-14(13)20(17)23)28-19(29)11-18(22(24,25)26)27-21(28)30/h2-11H,1H3,(H,27,30)",UNSHMXUHOHBLIQ-UHFFFAOYSA-N,True
100,DH-MOTM-Poster-November-2022-R4.pdf,0,0,"systemic, oral DGAT2 inhibitor
Ph. II for NASH with fibrosis
opt. of liver-targeting candidate PF-06427878
J. Med. Chem., 02 November 2022
PFIZER, CAMBRIDGE, MA AND GROTON, CT
ervogastat
DGAT2","systemic, oral DGAT2 inhibitor",Ph. II for NASH with fibrosis,CCOc1cccnc1Oc1cncc(-c2ncc(C(=O)N[C@H]3CCOC3)cn2)c1,"InChI=1S/C21H21N5O4/c1-2-29-18-4-3-6-23-21(18)30-17-8-14(9-22-12-17)19-24-10-15(11-25-19)20(27)26-16-5-7-28-13-16/h3-4,6,8-12,16H,2,5,7,13H2,1H3,(H,26,27)/t16-/m0/s1",UKBQFBRPXKGJPY-INIZCTEOSA-N,True
101,DH-MOTM-Poster-November-2022-R4.pdf,0,1,"PTC258
mutant ELP1 pre-mRNA 
oral ELP1 ex20 splicing modulator
rescues motor coordination in FD mouse model
opt. from natural product from 1K cmpd screen
bioRxiv, 04 November 2022
MASS GENERAL / PTC THERAPEUTICS",PTC258,mutant ELP1 pre-mRNA ,Cc1c(C[C@H](C)N)sc2c(NCc3cccs3)cc(Cl)nc12,"InChI=1S/C16H18ClN3S2/c1-9(18)6-13-10(2)15-16(22-13)12(7-14(17)20-15)19-8-11-4-3-5-21-11/h3-5,7,9H,6,8,18H2,1-2H3,(H,19,20)/t9-/m0/s1",XBAVUBLRECEOPY-VIFPVBQESA-N,True
102,DH-MOTM-Poster-November-2022-R4.pdf,0,2,"sirpiglenastat
glutamine antimetabolite
IV/SC glutamine antimetabolite prodrug
Ph. I/IIa in advanced solid tumors
dual prodrug of natural product
Sci. Adv., 16 November 2022
JOHNS HOPKINS / DRACEN PHARMACEUTICALS",sirpiglenastat,glutamine antimetabolite,CC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCC(=O)C=NN)C(=O)OC(C)C,"InChI=1S/C22H29N5O5/c1-13(2)32-22(31)19(9-8-16(29)12-25-23)27-21(30)20(26-14(3)28)10-15-11-24-18-7-5-4-6-17(15)18/h4-7,11-13,19-20,24H,8-10,23H2,1-3H3,(H,26,28)(H,27,30)/t19-,20-/m0/s1",YAZHDYMIFSAJGI-PMACEKPBSA-N,False
103,DH-MOTM-Poster-November-2022-R4.pdf,0,3,"ENT-01
⍺-synuclein 
oral ⍺-synuclein aggregation inhibitor
completed Ph. IIb for PD + constipation
natural product
Sci. Adv., 16 November 2022
ENTERIN INC., PHILADELPHIA, PA",ENT-01,⍺-synuclein ,[H][C@]12C[C@@H](NCCCNCCCCN)CC[C@]1(C)[C@@]1([H])CC[C@@]3(C)[C@@]([H])(CC[C@]3([H])[C@H](C)CC[C@@H](OS(=O)(=O)O)C(C)C)[C@]1([H])[C@H](O)C2,"InChI=1S/C34H65N3O5S/c1-23(2)31(42-43(39,40)41)12-9-24(3)27-10-11-28-32-29(14-16-34(27,28)5)33(4)15-13-26(21-25(33)22-30(32)38)37-20-8-19-36-18-7-6-17-35/h23-32,36-38H,6-22,35H2,1-5H3,(H,39,40,41)/t24-,25-,26+,27-,28+,29+,30-,31-,32+,33+,34-/m1/s1",UIRKNQLZZXALBI-MSVGPLKSSA-N,True
104,DH-MOTM-Poster-November-2022-R4.pdf,0,4,"mobocertinib
EGFR ex20 mutants
EGFR exon 20 mutant inhibitor, oral once-daily
FDA-approved for EGFR ex20+ NSCLC
from cellular screening + SBDD
Bioorg. Med. Chem. Lett., 21 November 2022
ARIAD/TAKEDA, CAMBRIDGE, MA",mobocertinib,EGFR ex20 mutants,C=CC(=O)Nc1cc(Nc2ncc(C(=O)OC(C)C)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,"InChI=1S/C32H39N7O4/c1-9-29(40)34-24-16-25(28(42-8)17-27(24)38(6)15-14-37(4)5)35-32-33-18-22(31(41)43-20(2)3)30(36-32)23-19-39(7)26-13-11-10-12-21(23)26/h9-13,16-20H,1,14-15H2,2-8H3,(H,34,40)(H,33,35,36)",AZSRSNUQCUDCGG-UHFFFAOYSA-N,True
105,DH-MOTM-Poster-November-2022-R4.pdf,0,5,"compound 29
FGFR2/3
FGFR2/3 inhibitor
favorable PK profile in rats
opt. from HTS + SBDD & scaffold hopping
J. Med. Chem., 10 November 2022
INCYTE CORPORATION, WILMINGTON, DE",compound 29,FGFR2/3,CC(C)N1C=C(C=N1)C2=CN3C(=C(C=N3)C4=CN=CC(=C4)C(=O)NC)N=C2O[C@H]5CCOC5,"InChI=1S/C23H25N7O3/c1-14(2)29-11-17(9-26-29)20-12-30-21(28-23(20)33-18-4-5-32-13-18)19(10-27-30)15-6-16(8-25-7-15)22(31)24-3/h6-12,14,18H,4-5,13H2,1-3H3,(H,24,31)/t18-/m0/s1",XKKGIGFZDVPVNO-SFHVURJKSA-N,True
106,DH-MOTM-Poster-November-2022-R4.pdf,0,6,"compound 27 
CTPS1/2
CTPS1/2 inhibitor
in vivo anti-inflammatory activity in mice
in-house HTS of 240K library + opt.
J. Med. Chem., 30 November 2022
SYGNATURE, UK AND STEP PHARMA, FR",compound 27 ,CTPS1/2,CC(C)(C(=O)Nc1ccc(-c2cncc(C(F)(F)F)n2)cn1)c1csc(NS(=O)(=O)C2CC2)n1,"InChI=1S/C20H19F3N6O3S2/c1-19(2,15-10-33-18(27-15)29-34(31,32)12-4-5-12)17(30)28-16-6-3-11(7-25-16)13-8-24-9-14(26-13)20(21,22)23/h3,6-10,12H,4-5H2,1-2H3,(H,27,29)(H,25,28,30)",CZIDGRDZSFIUHX-UHFFFAOYSA-N,True
107,DH-MOTM-Poster-November-2022-R4.pdf,0,7,"compound 14d
β2-AMPK
β2-AMPK activator
in vivo efficacy in diabetic mouse model
scaffold hopping from MK-8722 + opt.
Bioorg. Med. Chem. Lett., 17 November 2022
SHIONOGI & CO., OSAKA, JP",compound 14d,β2-AMPK,[H][C@]12OC[C@@H](Oc3nc4nc(N[C@H]5CCc6cc(OCCOC)cc(F)c65)c(Cl)cc4[nH]3)[C@@]1([H])OC[C@H]2O,"InChI=1S/C24H26ClFN4O6/c1-32-4-5-33-12-6-11-2-3-15(19(11)14(26)7-12)27-22-13(25)8-16-23(29-22)30-24(28-16)36-18-10-35-20-17(31)9-34-21(18)20/h6-8,15,17-18,20-21,31H,2-5,9-10H2,1H3,(H2,27,28,29,30)/t15-,17+,18+,20+,21+/m0/s1",RWALQNUYYICDCM-UMBWAWJWSA-N,True
108,DH-MOTM-Poster-November-2022-R4.pdf,0,8,"TDI-11861
sAC
oral sAC inhibitor
intended for male contraception
opt. from TDI-10229 + SBDD
J. Med. Chem., 08 November 2022
TRI-I TDI/WEILL CORNELL MEDICINE, NY",TDI-11861,sAC,Nc1nc(Cl)cc(-c2nn(C(F)F)cc2Cc2ccccc2OCCN2CCOC[C@H]2CO)n1,"InChI=1S/C22H25ClF2N6O3/c23-19-10-17(27-22(26)28-19)20-15(11-31(29-20)21(24)25)9-14-3-1-2-4-18(14)34-8-6-30-5-7-33-13-16(30)12-32/h1-4,10-11,16,21,32H,5-9,12-13H2,(H2,26,27,28)/t16-/m1/s1",XVGSKZXXLKUEIO-MRXNPFEDSA-N,True
